STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Karnataka,CAUSING DEATH BY NEGLIGENCE,100,152,172,277,243,534,514,572,417,471,750,876,897,9285,10458,10643
Kerala,CAUSING DEATH BY NEGLIGENCE,0,32,35,42,34,49,59,37,41,47,65,48,249,3381,3447,3456
Madhya Pradesh,CAUSING DEATH BY NEGLIGENCE,3297,3679,3778,4209,4593,4823,5754,6008,6591,7038,7478,7721,8203,8727,9044,9412
Maharashtra,CAUSING DEATH BY NEGLIGENCE,8993,9407,9378,9574,9608,10933,11946,12472,12459,13508,13024,13311,12575,12619,13058,13116
Manipur,CAUSING DEATH BY NEGLIGENCE,7,25,4,35,5,3,1,2,0,1,2,2,2,112,119,60
Meghalaya,CAUSING DEATH BY NEGLIGENCE,0,12,41,51,61,68,68,64,72,53,90,102,129,148,136,114
Mizoram,CAUSING DEATH BY NEGLIGENCE,23,13,11,0,4,26,34,53,36,44,37,34,49,65,46,49
Nagaland,CAUSING DEATH BY NEGLIGENCE,19,24,41,34,37,28,43,44,34,22,15,31,26,20,28,35
Odisha,CAUSING DEATH BY NEGLIGENCE,1589,2672,2497,2652,3034,2945,3771,3535,2979,3450,3778,3605,4039,4400,4267,4254
Punjab,CAUSING DEATH BY NEGLIGENCE,2154,2310,2226,2181,2283,2919,2801,2845,3289,3350,3576,3405,3383,3206,3349,3582
Rajasthan,CAUSING DEATH BY NEGLIGENCE,4221,4670,5074,5579,5872,6234,7096,7322,7898,7978,8122,8284,8572,9187,9416,9429
Sikkim,CAUSING DEATH BY NEGLIGENCE,7,7,18,29,53,39,34,40,59,47,57,32,56,47,69,64
Tamil Nadu,CAUSING DEATH BY NEGLIGENCE,8550,10125,9112,9152,8902,10792,11485,12328,13528,14644,16076,15499,14944,14704,15138,16661
Tripura,CAUSING DEATH BY NEGLIGENCE,31,46,109,85,188,199,203,195,225,237,14,10,10,171,137,170
Uttar Pradesh,CAUSING DEATH BY NEGLIGENCE,7129,7313,4428,7136,7406,7235,7655,10102,12159,14472,14380,14406,14345,14619,15995,17916
Uttarakhand,CAUSING DEATH BY NEGLIGENCE,441,440,362,464,462,524,608,590,685,738,696,670,569,661,568,595
West Bengal,CAUSING DEATH BY NEGLIGENCE,2281,2703,2300,2995,2737,3039,3803,3789,3623,2847,3249,4385,4052,5776,6146,6378
A&N Islands,CAUSING DEATH BY NEGLIGENCE,0,0,0,6,3,2,4,4,2,9,6,6,6,24,34,23
Chandigarh,CAUSING DEATH BY NEGLIGENCE,6,7,8,5,9,14,15,11,7,6,7,3,6,97,98,132
D&N Haveli,CAUSING DEATH BY NEGLIGENCE,0,0,1,8,17,16,12,10,17,20,24,23,16,65,52,48
Daman & Diu,CAUSING DEATH BY NEGLIGENCE,0,0,6,25,24,26,32,39,40,38,43,38,35,17,52,34
Delhi,CAUSING DEATH BY NEGLIGENCE,432,416,402,433,634,367,252,726,846,914,1168,913,1778,1959,1777,1856
Lakshadweep,CAUSING DEATH BY NEGLIGENCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,CAUSING DEATH BY NEGLIGENCE,166,190,182,176,224,209,267,207,233,242,243,263,238,209,233,246
INDIA,CAUSING DEATH BY NEGLIGENCE,57182,64044,60672,69423,71698,78513,86790,92186,98532,106343,108890,107591,111517,128771,134384,140215
Andhra Pradesh,OTHER IPC CRIMES,34344,36385,39242,36460,37707,43722,43586,43929,48087,41373,38392,39025,48644,81200,75042,73312
Arunachal Pradesh,OTHER IPC CRIMES,618,684,585,717,562,565,555,590,619,622,622,657,734,720,600,457
Assam,OTHER IPC CRIMES,9315,8575,9227,10040,11299,10444,12183,17598,17973,22110,25513,27077,32675,29212,26323,31409
Bihar,OTHER IPC CRIMES,36667,39145,37503,44178,40057,39941,44931,54370,54165,56508,55705,35421,60356,75799,78281,64997
Chhattisgarh,OTHER IPC CRIMES,15790,17576,19315,20143,20959,19246,19505,21074,20546,23091,25223,23387,22772,21897,20768,20926
Goa,OTHER IPC CRIMES,697,780,739,646,641,698,934,886,884,927,1001,1115,1175,721,471,397
Gujarat,OTHER IPC CRIMES,50719,50612,46879,49897,60882,66802,68332,65525,60758,63788,69788,75702,100638,52810,53867,84430
Haryana,OTHER IPC CRIMES,15906,16854,16654,16109,15879,19014,19159,21460,21804,20060,20549,21396,22767,21923,22478,22925
Himachal Pradesh,OTHER IPC CRIMES,6052,6921,6937,7015,7165,7760,7937,7837,7555,7020,8102,6877,7258,5997,6705,6286
Jammu & Kashmir,OTHER IPC CRIMES,9046,9390,10424,10677,10040,10886,11535,10734,11059,11869,13257,14004,14421,8135,8020,7746
Jharkhand,OTHER IPC CRIMES,8777,12969,12902,12969,12550,13667,13897,14843,11430,13477,11940,14818,17408,17075,13312,12704
Karnataka,OTHER IPC CRIMES,47301,50508,52143,52518,54239,56815,60853,61755,61108,65123,60505,58468,57117,32587,32199,40456
Kerala,OTHER IPC CRIMES,54544,55094,53487,54106,57530,56777,57681,59061,68688,98668,112665,101582,119628,55955,87564,188246
Madhya Pradesh,OTHER IPC CRIMES,85143,94923,97751,96911,91951,95959,98007,100513,101367,107390,112082,114585,114168,127869,132639,127854
Maharashtra,OTHER IPC CRIMES,42963,42643,42491,44420,47386,49834,50159,50183,48460,49739,45114,46668,55232,62286,71954,69246
Manipur,OTHER IPC CRIMES,1097,1074,1120,999,1234,1207,1074,1038,861,932,1015,1086,923,404,383,537
Meghalaya,OTHER IPC CRIMES,511,419,355,439,381,438,438,480,680,666,701,761,811,823,1235,613
Mizoram,OTHER IPC CRIMES,499,864,1132,320,558,454,330,378,407,355,279,336,230,146,191,247
Nagaland,OTHER IPC CRIMES,363,292,234,239,252,201,242,192,235,242,292,266,286,142,129,107
Odisha,OTHER IPC CRIMES,20810,20755,20602,21058,20182,21375,19870,18916,20560,19366,20509,22203,19843,20584,25287,22488
Punjab,OTHER IPC CRIMES,9204,9713,9316,7637,8438,9524,10517,10122,10080,10896,10175,10405,10400,9378,10076,10782
Rajasthan,OTHER IPC CRIMES,62347,63787,62592,67767,61549,61379,63846,63924,70089,67221,70250,70240,76513,80297,71728,63661
Sikkim,OTHER IPC CRIMES,166,170,157,196,67,214,192,215,225,200,177,58,257,216,123,101
Tamil Nadu,OTHER IPC CRIMES,76468,88680,77784,88439,86494,94131,110748,107084,106215,110733,115163,124176,127850,84665,78208,72734
Tripura,OTHER IPC CRIMES,855,849,940,868,811,1091,1241,1327,1324,1356,1640,1742,1578,668,655,522
Uttar Pradesh,OTHER IPC CRIMES,57839,48569,29449,40711,37158,41536,51914,60242,60918,61500,68575,68538,80245,66277,69833,74018
Uttarakhand,OTHER IPC CRIMES,2227,2295,2353,2319,2078,1935,2686,2280,1868,2101,2078,2118,2357,2230,2883,2720
West Bengal,OTHER IPC CRIMES,25260,25189,24553,27426,25444,23274,27903,38177,38776,49096,56614,64482,70738,60045,56695,55252
A&N Islands,OTHER IPC CRIMES,323,328,318,387,362,322,337,383,451,489,392,351,323,141,185,162
Chandigarh,OTHER IPC CRIMES,914,1111,779,720,969,983,999,1040,976,1036,1036,1042,1146,480,572,593
D&N Haveli,OTHER IPC CRIMES,183,142,129,193,195,172,161,154,151,133,134,112,139,30,47,27
Daman & Diu,OTHER IPC CRIMES,73,78,84,51,58,48,37,36,78,37,35,46,52,37,33,29
Delhi,OTHER IPC CRIMES,22000,20876,20045,22048,24299,26805,24854,17896,14808,14055,14363,15408,22130,21396,24363,19320
Lakshadweep,OTHER IPC CRIMES,17,5,6,18,22,37,26,53,58,26,27,32,18,30,16,7
Puducherry,OTHER IPC CRIMES,2324,2042,2185,2390,2579,2441,2537,2668,2278,1867,2119,2060,1793,1336,1092,1302
INDIA,OTHER IPC CRIMES,701362,730297,700412,741031,741977,779697,829206,856963,865541,924072,966032,966244,1092625,943511,973957,1076613
Andhra Pradesh,TOTAL IPC CRIMES,130089,143610,156951,158756,157123,173909,175087,179275,180441,181438,189780,192522,218015,221434,216975,215765
Arunachal Pradesh,TOTAL IPC CRIMES,2342,2228,2061,2256,2304,2294,2286,2374,2362,2439,2286,2420,2776,2843,2968,2534
Assam,TOTAL IPC CRIMES,36877,36346,38195,40675,42006,43673,45282,53333,55313,61668,66714,77682,87186,94337,103616,102250
Bihar,TOTAL IPC CRIMES,88432,94040,92263,108060,97850,100665,109420,122669,122931,127453,135896,146614,167455,177595,176973,164163
Chhattisgarh,TOTAL IPC CRIMES,38460,37950,38449,41927,43633,45177,45845,51442,51370,54958,57218,54598,56870,58200,56692,55029
Goa,TOTAL IPC CRIMES,2341,2440,2244,2127,2119,2204,2479,2742,3005,3293,3449,3608,4312,4466,3074,2692
Gujarat,TOTAL IPC CRIMES,103419,106675,103709,105469,113414,120972,123195,123808,115183,116439,123371,130121,157435,131385,126935,147122
Haryana,TOTAL IPC CRIMES,38759,40152,38612,39096,42664,50509,51597,55344,56229,59120,60741,62480,72098,79947,84466,88527
Himachal Pradesh,TOTAL IPC CRIMES,11499,12243,12011,12326,12345,13093,14222,13976,13315,13049,14312,12557,13750,14160,14007,13386
Jammu & Kashmir,TOTAL IPC CRIMES,19505,19967,21233,21191,20115,20787,21443,20604,21975,23223,24504,24608,25390,23848,23583,24501
Jharkhand,TOTAL IPC CRIMES,25447,31439,32203,31439,35175,36364,38489,38686,37436,38889,35838,40946,48208,45335,45050,40710
Karnataka,TOTAL IPC CRIMES,109098,113699,112405,114440,117580,117710,120606,127540,134042,142322,137600,134021,136689,137338,138847,148402
Kerala,TOTAL IPC CRIMES,103847,104200,98824,104025,104350,105255,108530,110620,118369,148313,172137,158989,176334,206789,257074,260097
Madhya Pradesh,TOTAL IPC CRIMES,181741,191799,191078,196867,189172,194711,202386,206556,207762,214269,217094,220335,227453,272423,268614,264418
Maharashtra,TOTAL IPC CRIMES,171233,165462,164306,176302,187027,191788,195707,206243,199598,208168,204902,202700,234385,249834,275414,261714
Manipur,TOTAL IPC CRIMES,2489,2584,2537,2535,2913,2884,3259,3349,2852,2715,3218,3737,3178,3641,3847,3170
Meghalaya,TOTAL IPC CRIMES,1687,1664,1669,1757,1880,1935,2079,2318,2448,2505,2755,2557,3259,3679,4079,3366
Mizoram,TOTAL IPC CRIMES,2246,2820,3456,1515,2156,2073,2083,1989,2047,2174,1821,1766,1709,2140,2228,2425
Nagaland,TOTAL IPC CRIMES,1234,1114,976,984,1049,1103,1180,1202,1059,1059,1083,1090,1216,1157,1302,1376
Odisha,TOTAL IPC CRIMES,46661,47728,47281,48739,51685,52792,54872,56755,55740,56459,61277,67957,71718,74569,83360,81460
Punjab,TOTAL IPC CRIMES,27774,28794,28756,25630,27136,32068,35793,35314,35545,36648,34883,35790,36667,37162,37983,40007
Rajasthan,TOTAL IPC CRIMES,155185,151248,145579,154859,140917,141992,148870,151174,166565,162957,165622,170948,196224,210418,198080,180398
Sikkim,TOTAL IPC CRIMES,444,485,443,631,552,703,667,730,669,552,596,528,851,1065,766,809
Tamil Nadu,TOTAL IPC CRIMES,154801,166942,157186,166606,162360,148972,172754,176833,174691,185678,192879,200474,203579,193200,187558,179896
Tripura,TOTAL IPC CRIMES,2801,3075,3514,3081,3356,3940,4273,5336,5486,5805,5803,6264,6210,5499,4692,3933
Uttar Pradesh,TOTAL IPC CRIMES,178129,146037,95073,130181,122108,127001,150258,168996,172884,174179,195135,198093,226445,240475,241920,282171
Uttarakhand,TOTAL IPC CRIMES,8073,7976,7923,8634,8033,8412,9599,8856,8802,9240,8774,8882,9546,9156,10248,10867
West Bengal,TOTAL IPC CRIMES,61563,58962,61174,69350,66406,68052,81102,105419,113036,129616,143197,161427,169535,185672,179501,176569
A&N Islands,TOTAL IPC CRIMES,658,608,644,748,682,676,807,882,941,980,793,683,612,746,862,802
Chandigarh,TOTAL IPC CRIMES,3397,3806,2806,2889,3133,3126,3643,3931,3555,3373,3542,3606,4077,3221,3248,2996
D&N Haveli,TOTAL IPC CRIMES,350,349,338,409,434,435,425,401,442,378,372,318,314,277,269,244
Daman & Diu,TOTAL IPC CRIMES,239,261,269,198,243,288,260,248,276,203,224,239,246,233,302,271
Delhi,TOTAL IPC CRIMES,54384,49137,47404,53623,56065,57963,56065,49350,50251,51292,53353,54287,80184,155654,191377,209519
Lakshadweep,TOTAL IPC CRIMES,36,53,31,70,42,80,56,95,134,42,44,60,40,81,50,36
Puducherry,TOTAL IPC CRIMES,4068,4437,4517,4620,4575,4687,5054,4989,4591,3935,4362,4281,3756,3584,3440,4086
INDIA,TOTAL IPC CRIMES,1769308,1780330,1716120,1832015,1822602,1878293,1989673,2093379,2121345,2224831,2325575,2387188,2647722,2851563,2949400,2975711
